"restaurant_id","name","address","location_lat","location_lng","primary_type","price_level","rating","attributes"
"ChIJda37oismQg0RaQH3D8Qb3fY","Oveja Negra Vegana","C. de Buenavista, 42, Local Derecha, Centro, 28012 Madrid, Spain","40.4093818","-3.6999866","Vegan Restaurant","0","4.4","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1903}"
"ChIJ42kRXX0oQg0RiFFbECjZKtE","B13 bar","C. de la Ballesta, 13, Centro, 28004 Madrid, Spain","40.4219461","-3.7035174","Vegan Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":2340}"
"ChIJk2NryLQpQg0R6SZUS4VF-84","THUNDER Vegan Malasaña (TAKE AWAY)","C. de Don Felipe, 4, Centro, 28004 Madrid, Spain","40.424533","-3.702365","Vegan Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":674}"
"ChIJBeFYKpYnQg0RG4wMvdcEZ7E","THUNDER Vegan La Latina","C. de Toledo, 51, Centro, 28005 Madrid, Spain","40.41182870000001","-3.7078504","Vegan Restaurant","0","4.8","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":539}"
"ChIJQeLR6NUnQg0R4mhEbH9iUq4","Vegan Take Away","C. de los Estudios, 7, Centro, 28012 Madrid, Spain","40.4117969","-3.7072181","Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":36}"
"ChIJq4-kc4EoQg0R7eDDJ8AH-R0","Restaurante Vegetariano Artemisa - Huertas","C. de Ventura de la Vega, 4, Centro, 28014 Madrid, Spain","40.4160178","-3.6989251000000003","Vegetarian Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2423}"
"ChIJGeAVrtUnQg0R80QNSYAj7jk","La Encomienda","C. de la Encomienda, 19, Centro, 28012 Madrid, Spain","40.4105898","-3.7059791","Vegan Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2355}"
"ChIJgRES_IEoQg0RVrLIxnqAW8M","La Biotika","C. del Amor de Dios, 3, Centro, 28014 Madrid, Spain","40.4132331","-3.6981875000000004","Vegetarian Restaurant","0","4","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":662}"
"ChIJC4OxX4coQg0R3bqGh0fouew","Restaurante Vegetariano Artemisa - Gran Vía","C. de las Tres Cruces, 4, Centro, 28013 Madrid, Spain","40.4192584","-3.7028659","Vegetarian Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2436}"
"ChIJy8RPMlMoQg0RFflzspI-8cI","Hakuna Matata Veggie","C. de Galileo, 12, Chamberí, 28015 Madrid, Spain","40.4309181","-3.7103047000000005","Vegan Restaurant","0","4.6","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":1908}"
"ChIJe9vV8U0pQg0RojYHn6kX04s","Choose Restaurante Vegano","C. de Segovia, 17, Centro, 28005 Madrid, Spain","40.4137961","-3.7124634","Vegan Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1692}"
"ChIJx0kX43woQg0RzX76zgchrlA","El Buda Feliz 1974","C. de Tudescos, 5, Centro, 28004 Madrid, Spain","40.4212036","-3.7055544999999994","Chinese Restaurant","0","4.6","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":7623}"
"ChIJ00i5nOYpQg0RTUDAgZ37xnw","Hunan Restaurant","C. de la Ballesta, 4, Centro, 28004 Madrid, Spain","40.4212559","-3.7035546000000004","Chinese Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":765}"
"ChIJYRmGl3soQg0RgtQitM6gfoU","Xiaoman","Cuesta de Sto. Domingo, 14, Centro, 28013 Madrid, Spain","40.4196695","-3.7091225999999997","Chinese Restaurant","0","4.6","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":509}"
"ChIJU53w7rMnQg0RZYrkceSULOE","Sichuan Kitchen","C/ del Maestro Guerrero, 4, Centro, 28015 Madrid, Spain","40.424122","-3.7103923","Chinese Restaurant","0","4.6","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1778}"
"ChIJ44qUpkApQg0RbpLSYgHD_84","Hong Kong Kitchen","Calle del Dr. Carracido, 67, Centro, 28013 Madrid, Spain","40.4225431","-3.7104991999999997","Chinese Restaurant","0","4.3","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1451}"
"ChIJ-bbvO60pQg0RSIoOyig6CB8","CHILA","Calle de Silva, 4, Centro, 28013 Madrid, Spain","40.4206329","-3.7077119","Chinese Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1173}"
"ChIJoZLGdZopQg0RjL1AFkkf6XY","Restaurante xiongzai II","C. de la Salud, 8, Centro, 28013 Madrid, Spain","40.4194746","-3.703102","Chinese Restaurant","0","4.2","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":811}"
"ChIJ7aenv2kpQg0RPDtgk31Y7H4","Tapas de China","Cava de San Miguel, 3, Centro, 28005 Madrid, Spain","40.4155003","-3.7085998000000004","Chinese Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":524}"
"ChIJVxsHA58pQg0ROZVHmYo_tjU","Chiangju Restaurant","Calle de Silva, 25, Local A, Centro, 28004 Madrid, Spain","40.42183850000001","-3.7057403","Chinese Restaurant","0","4.6","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":219}"
"ChIJ37n4eXwoQg0RU0kRAhz1mQw","Wok King","C. de las Veneras, 9, Centro, 28013 Madrid, Spain","40.4196889","-3.7077749999999994","Chinese Restaurant","0","4.3","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1803}"
"ChIJJc6IxHwoQg0RDPu3rKSy8Gs","Chuan Yu","2, C. de la Estrella, 5, Centro, 28004 Madrid, Spain","40.4220098","-3.7061877","Chinese Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":667}"
"ChIJy53_2t4pQg0RH0NPrJRZmWw","Biang Biang Bar Chueca","C. de Pelayo, 8, Centro, 28004 Madrid, Spain","40.4220927","-3.6989030000000005","Restaurant","0","4.7","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1562}"
"ChIJU6pRfF0pQg0RZoYlpazXixY","Lanzhou beef noodles","Tr.ª del Horno de la Mata, 5, Centro, 28004 Madrid, Spain","40.4207463","-3.7042381","Chinese Restaurant","0","4.5","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":528}"
"ChIJHZp2q4EoQg0RlfssFc13VSc","Dim Sum Market","C. del Príncipe, 19, Centro, 28012 Madrid, Spain","40.415257","-3.7002179999999996","Chinese Restaurant","0","4.2","{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1001}"
"ChIJVe5wOK4pQg0RTrfOPO4mRRo","Hotaru Madrid","C. de Alcalá, 99, Salamanca, 28009 Madrid, Spain","40.421493500000004","-3.6835986","Japanese Restaurant","0","4.7","{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":1814}"
"ChIJhbBDq6wpQg0Roj0IM_SLw28","Ichikani Madrid","Calle Velázquez, 31, Salamanca, 28001 Madrid, Spain","40.424974999999996","-3.6843576999999996","Japanese Restaurant","0","4.9","{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1565}"
"ChIJdwY6P5ApQg0Rbm97S7GVMGY","Restaurante SAGAMI","C. de San Marcos, 24, Centro, 28004 Madrid, Spain","40.4212831","-3.6984413","Japanese Restaurant","0","4.8","{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":127}"
